County,State,Latitude - County,Longitude - County
Emanuel,GA,32.5672,-82.3078
Elbert,GA,34.1232,-82.8596
Effingham,GA,32.346,-81.3226
Echols,GA,30.732,-82.9459
Early,GA,31.2959,-84.8656
Douglas,GA,33.69,-84.7665
Dougherty,GA,31.5429,-84.2219
Dooly,GA,32.1604,-83.8203
Dodge,GA,32.1735,-83.1512
DeKalb,GA,33.7931,-84.22
Decatur,GA,30.8823,-84.5722
Dawson,GA,34.4804,-84.2231
Dade,GA,34.8062,-85.5116
Crisp,GA,31.9167,-83.7665
Crawford,GA,32.6937,-83.9622
Coweta,GA,33.3514,-84.7798
Cook,GA,31.1889,-83.4296
Columbia,GA,33.5274,-82.2215
Colquitt,GA,31.1805,-83.77
Coffee,GA,31.5867,-82.8437
Cobb,GA,33.9125,-84.585
Clinch,GA,30.8844,-82.7311
Clayton,GA,33.5008,-84.352
Clay,GA,31.6344,-85.0101
Clarke,GA,33.9437,-83.3976
Cherokee,GA,34.2442,-84.4561
Chattooga,GA,34.4379,-85.337
Chattahoochee,GA,32.378,-84.8
Chatham,GA,32.0419,-81.1414
Charlton,GA,30.7162,-82.1044
Catoosa,GA,34.8771,-85.1438
Carroll,GA,33.6142,-85.1175
Candler,GA,32.4128,-82.0614
Camden,GA,30.9392,-81.677
Calhoun,GA,31.5358,-84.6324
Butts,GA,33.3124,-83.948
Burke,GA,33.0511,-81.9246
Bulloch,GA,32.4037,-81.7281
Bryan,GA,31.9846,-81.4508
Brooks,GA,30.8589,-83.5455
Brantley,GA,31.1925,-82.0272
Bleckley,GA,32.4283,-83.345
Bibb,GA,32.8066,-83.6856
Berrien,GA,31.251,-83.1933
Ben Hill,GA,31.7537,-83.1608
Bartow,GA,34.2431,-84.8388
Barrow,GA,34.0119,-83.7101
Banks,GA,34.3445,-83.5214
Baldwin,GA,33.0582,-83.2522
Baker,GA,31.2669,-84.4974
Bacon,GA,31.5642,-82.446
Atkinson,GA,31.302,-82.8413
Appling,GA,31.7234,-82.3271
Yell,AR,35.0309,-93.4052
Woodruff,AR,35.1797,-91.2326
White,AR,35.2732,-91.7628
Washington,AR,35.9952,-94.2401
Van Buren,AR,35.5767,-92.5285
Union,AR,33.1979,-92.5813
Stone,AR,35.9192,-92.2199
St. Francis,AR,35.0082,-90.7238
Sharp,AR,36.1977,-91.5126
Sevier,AR,33.9723,-94.2701
Sebastian,AR,35.1908,-94.2342
Searcy,AR,35.9134,-92.6797
Scott,AR,34.8835,-94.0785
Saline,AR,34.6353,-92.6621
Randolph,AR,36.3067,-91.005
Pulaski,AR,34.7548,-92.3139
Prairie,AR,34.7916,-91.5346
Pope,AR,35.4305,-93.0741
Polk,AR,34.4578,-94.1985
Poinsett,AR,35.5727,-90.6628
Pike,AR,34.1469,-93.6329
Phillips,AR,34.3824,-90.8232
Perry,AR,34.9429,-92.881
Ouachita,AR,33.5896,-92.9107
Newton,AR,35.9251,-93.2148
Nevada,AR,33.7056,-93.2912
Montgomery,AR,34.5437,-93.6686
Monroe,AR,34.6711,-91.2128
Mississippi,AR,35.6977,-90.1216
Miller,AR,33.3159,-93.8695
Marion,AR,36.2812,-92.7095
Madison,AR,36.0208,-93.6975
Lonoke,AR,34.7777,-91.8876
Logan,AR,35.2226,-93.6541
Little River,AR,33.7397,-94.2264
Lincoln,AR,33.9818,-91.7095
Lee,AR,34.7694,-90.823
Lawrence,AR,36.0701,-91.0867
Lafayette,AR,33.2538,-93.5929
Johnson,AR,35.5483,-93.4628
Jefferson,AR,34.2766,-91.9612
Jackson,AR,35.6224,-91.2038
Izard,AR,36.0656,-91.8977
Independence,AR,35.735,-91.5822
Howard,AR,34.0525,-93.9546
Hot Spring,AR,34.3241,-93.0135
Hempstead,AR,33.7433,-93.7147
Greene,AR,36.1166,-90.5266
Grant,AR,34.2718,-92.4422
Garland,AR,34.5809,-93.1061
Fulton,AR,36.3698,-91.8038
Franklin,AR,35.4872,-93.8748
Faulkner,AR,35.1076,-92.3337
Drew,AR,33.5851,-91.7146
Desha,AR,33.8197,-91.3035
Dallas,AR,33.976,-92.7174
Cross,AR,35.3175,-90.7719
Crittenden,AR,35.1383,-90.2329
Crawford,AR,35.5652,-94.242
Craighead,AR,35.8474,-90.6602
Conway,AR,35.2674,-92.6763
Columbia,AR,33.2362,-93.2328
Cleveland,AR,33.8844,-92.184
Cleburne,AR,35.536,-92.0212
Clay,AR,36.3498,-90.4135
Clark,AR,34.056,-93.1614
Chicot,AR,33.2843,-91.295
Carroll,AR,36.3108,-93.5564
Calhoun,AR,33.5364,-92.5485
Bradley,AR,33.4342,-92.1667
Boone,AR,36.303,-93.0935
Benton,AR,36.2992,-94.2275
Baxter,AR,36.233,-92.3172
Ashley,AR,33.2027,-91.7957
Arkansas,AR,34.2533,-91.3876
Winston,AL,34.151,-87.3736
Wilcox,AL,32.0483,-87.4009
Washington,AL,31.4071,-88.1879
Walker,AL,33.7599,-87.2766
Tuscaloosa,AL,33.3076,-87.5001
Tallapoosa,AL,32.8004,-85.7978
Talladega,AL,33.402,-86.1457
Sumter,AL,32.6525,-88.2171
St. Clair,AL,33.6907,-86.3647
Shelby,AL,33.2829,-86.6796
Russell,AL,32.2863,-85.1791
Randolph,AL,33.3006,-85.4599
Pike,AL,31.8394,-85.9279
Pickens,AL,33.2663,-88.0727
Perry,AL,32.5916,-87.2881
Morgan,AL,34.4947,-86.834
Montgomery,AL,32.2329,-86.2039
Monroe,AL,31.5303,-87.3817
Mobile,AL,30.7466,-88.2172
Marshall,AL,34.3531,-86.3454
Marion,AL,34.1214,-87.918
Marengo,AL,32.269,-87.7608
Madison,AL,34.7333,-86.5722
Macon,AL,32.4142,-85.7275
Lowndes,AL,32.1852,-86.6581
Limestone,AL,34.7752,-87.0313
Lee,AL,32.5787,-85.3621
Lawrence,AL,34.5516,-87.3181
Lauderdale,AL,34.87,-87.5844
Lamar,AL,33.7932,-88.0966
Jefferson,AL,33.5455,-86.8602
Jackson,AL,34.7224,-86.0339
Houston,AL,31.1562,-85.2809
Henry,AL,31.5417,-85.2284
Hale,AL,32.7441,-87.6382
Greene,AL,32.8362,-88.0005
Geneva,AL,31.0954,-85.839
Franklin,AL,34.4509,-87.844
Fayette,AL,33.7201,-87.7385
Etowah,AL,34.0211,-86.0433
Escambia,AL,31.1268,-87.158
Elmore,AL,32.5877,-86.1519
DeKalb,AL,34.5306,-85.7226
Dallas,AL,32.3888,-87.1278
Dale,AL,31.4079,-85.6038
Cullman,AL,34.0862,-86.9042
Crenshaw,AL,31.7415,-86.2967
Covington,AL,31.2565,-86.4472
Coosa,AL,32.9278,-86.2616
Conecuh,AL,31.4682,-86.9508
Colbert,AL,34.7368,-87.5953
Coffee,AL,31.399,-85.993
Cleburne,AL,33.7164,-85.4945
Clay,AL,33.2947,-85.8155
Clarke,AL,31.5888,-87.8145
Choctaw,AL,32.0048,-88.286
Chilton,AL,32.8658,-86.665
Cherokee,AL,34.2345,-85.6478
Chambers,AL,32.9225,-85.3942
Calhoun,AL,33.7625,-85.8417
Butler,AL,31.7404,-86.6759
Bullock,AL,32.0945,-85.7131
Blount,AL,34.0126,-86.5339
Bibb,AL,33.0388,-87.0967
Barbour,AL,31.8832,-85.3931
Baldwin,AL,30.7725,-87.7842
Autauga,AL,32.5081,-86.6513
